user_id,feature,timestamp,session_duration,actions,date
390,click,2025-01-04 19:00:00,0.2,5,2025-01-04
566,scroll,2025-01-04 20:00:00,4.86,8,2025-01-04
106,search,2025-01-04 21:00:00,7.52,2,2025-01-04
772,purchase,2025-01-04 22:00:00,3.47,2,2025-01-04
822,purchase,2025-01-04 23:00:00,2.21,8,2025-01-04
477,search,2025-01-05 00:00:00,1.62,9,2025-01-05
703,search,2025-01-05 01:00:00,5.15,7,2025-01-05
402,purchase,2025-01-05 02:00:00,5.9,8,2025-01-05
730,scroll,2025-01-05 03:00:00,10.24,5,2025-01-05
556,click,2025-01-05 04:00:00,2.1,1,2025-01-05
162,purchase,2025-01-05 05:00:00,7.34,4,2025-01-05
202,click,2025-01-05 06:00:00,4.12,2,2025-01-05
958,scroll,2025-01-05 07:00:00,10.72,3,2025-01-05
996,search,2025-01-05 08:00:00,3.75,3,2025-01-05
270,scroll,2025-01-05 09:00:00,3.65,9,2025-01-05
863,search,2025-01-05 10:00:00,4.31,4,2025-01-05
816,click,2025-01-05 11:00:00,6.92,2,2025-01-05
271,search,2025-01-05 12:00:00,16.72,3,2025-01-05
456,search,2025-01-05 13:00:00,0.38,3,2025-01-05
462,click,2025-01-05 14:00:00,0.27,7,2025-01-05
727,search,2025-01-05 15:00:00,13.87,8,2025-01-05
252,scroll,2025-01-05 16:00:00,3.77,6,2025-01-05
702,search,2025-01-05 17:00:00,4.77,4,2025-01-05
296,click,2025-01-05 18:00:00,3.29,6,2025-01-05
725,click,2025-01-05 19:00:00,0.49,1,2025-01-05
720,search,2025-01-05 20:00:00,7.31,8,2025-01-05
749,search,2025-01-05 21:00:00,6.88,1,2025-01-05
338,click,2025-01-05 22:00:00,1.87,5,2025-01-05
879,click,2025-01-05 23:00:00,1.83,2,2025-01-05
53,click,2025-01-06 00:00:00,9.1,6,2025-01-06
792,click,2025-01-06 01:00:00,0.38,9,2025-01-06
922,click,2025-01-06 02:00:00,10.65,5,2025-01-06
217,search,2025-01-06 03:00:00,1.48,4,2025-01-06
764,click,2025-01-06 04:00:00,4.49,2,2025-01-06
188,share,2025-01-06 05:00:00,13.74,3,2025-01-06
380,click,2025-01-06 06:00:00,5.67,6,2025-01-06
493,purchase,2025-01-06 07:00:00,2.68,8,2025-01-06
41,click,2025-01-06 08:00:00,5.85,8,2025-01-06
157,scroll,2025-01-06 09:00:00,2.11,5,2025-01-06
15,scroll,2025-01-06 10:00:00,1.62,5,2025-01-06
813,click,2025-01-06 11:00:00,28.54,3,2025-01-06
65,share,2025-01-06 12:00:00,6.95,7,2025-01-06
857,search,2025-01-06 13:00:00,5.17,6,2025-01-06
839,search,2025-01-06 14:00:00,2.19,1,2025-01-06
521,scroll,2025-01-06 15:00:00,0.25,4,2025-01-06
344,scroll,2025-01-06 16:00:00,0.16,6,2025-01-06
129,search,2025-01-06 17:00:00,4.04,6,2025-01-06
648,search,2025-01-06 18:00:00,7.18,3,2025-01-06
472,search,2025-01-06 19:00:00,3.85,6,2025-01-06
63,search,2025-01-06 20:00:00,9.19,6,2025-01-06
139,scroll,2025-01-06 21:00:00,0.17,9,2025-01-06
499,click,2025-01-06 22:00:00,2.28,9,2025-01-06
593,click,2025-01-06 23:00:00,1.35,2,2025-01-06
392,click,2025-01-07 00:00:00,2.96,4,2025-01-07
675,search,2025-01-07 01:00:00,0.38,9,2025-01-07
419,search,2025-01-07 02:00:00,15.41,4,2025-01-07
289,purchase,2025-01-07 03:00:00,1.26,8,2025-01-07
379,share,2025-01-07 04:00:00,12.78,3,2025-01-07
773,scroll,2025-01-07 05:00:00,2.77,3,2025-01-07
490,search,2025-01-07 06:00:00,21.18,9,2025-01-07
231,scroll,2025-01-07 07:00:00,4.04,8,2025-01-07
41,scroll,2025-01-07 08:00:00,13.36,1,2025-01-07
28,scroll,2025-01-07 09:00:00,0.03,2,2025-01-07
135,click,2025-01-07 10:00:00,6.9,3,2025-01-07
201,click,2025-01-07 11:00:00,11.67,2,2025-01-07
840,click,2025-01-07 12:00:00,0.75,3,2025-01-07
780,search,2025-01-07 13:00:00,0.51,8,2025-01-07
930,search,2025-01-07 14:00:00,2.76,6,2025-01-07
33,search,2025-01-07 15:00:00,13.57,7,2025-01-07
48,click,2025-01-07 16:00:00,3.91,6,2025-01-07
503,scroll,2025-01-07 17:00:00,3.75,1,2025-01-07
407,click,2025-01-07 18:00:00,0.76,3,2025-01-07
574,search,2025-01-07 19:00:00,0.0,1,2025-01-07
728,share,2025-01-07 20:00:00,8.31,9,2025-01-07
805,share,2025-01-07 21:00:00,0.46,9,2025-01-07
99,scroll,2025-01-07 22:00:00,5.02,5,2025-01-07
684,share,2025-01-07 23:00:00,12.3,4,2025-01-07
872,click,2025-01-08 00:00:00,1.17,9,2025-01-08
726,share,2025-01-08 01:00:00,5.47,9,2025-01-08
987,search,2025-01-08 02:00:00,0.41,3,2025-01-08
547,click,2025-01-08 03:00:00,4.63,5,2025-01-08
961,search,2025-01-08 04:00:00,0.9,3,2025-01-08
739,search,2025-01-08 05:00:00,6.66,2,2025-01-08
613,search,2025-01-08 06:00:00,1.79,1,2025-01-08
943,purchase,2025-01-08 07:00:00,3.11,2,2025-01-08
462,scroll,2025-01-08 08:00:00,4.57,8,2025-01-08
643,click,2025-01-08 09:00:00,0.94,8,2025-01-08
769,search,2025-01-08 10:00:00,6.77,3,2025-01-08
5,scroll,2025-01-08 11:00:00,1.8,7,2025-01-08
218,purchase,2025-01-08 12:00:00,5.43,7,2025-01-08
503,click,2025-01-08 13:00:00,0.86,2,2025-01-08
767,purchase,2025-01-08 14:00:00,5.83,9,2025-01-08
398,search,2025-01-08 15:00:00,0.69,3,2025-01-08
871,click,2025-01-08 16:00:00,2.77,2,2025-01-08
795,share,2025-01-08 17:00:00,1.42,3,2025-01-08
393,search,2025-01-08 18:00:00,6.9,2,2025-01-08
207,click,2025-01-08 19:00:00,1.52,8,2025-01-08
15,scroll,2025-01-08 20:00:00,10.67,5,2025-01-08
858,scroll,2025-01-08 21:00:00,11.12,3,2025-01-08
554,search,2025-01-08 22:00:00,1.09,5,2025-01-08
892,search,2025-01-08 23:00:00,4.76,8,2025-01-08
461,search,2025-01-09 00:00:00,0.46,7,2025-01-09
691,purchase,2025-01-09 01:00:00,2.48,6,2025-01-09
575,click,2025-01-09 02:00:00,6.25,1,2025-01-09
864,search,2025-01-09 03:00:00,5.39,1,2025-01-09
743,share,2025-01-09 04:00:00,4.9,1,2025-01-09
241,click,2025-01-09 05:00:00,1.66,8,2025-01-09
564,search,2025-01-09 06:00:00,2.37,8,2025-01-09
96,click,2025-01-09 07:00:00,0.54,7,2025-01-09
900,purchase,2025-01-09 08:00:00,6.35,6,2025-01-09
734,search,2025-01-09 09:00:00,3.5,4,2025-01-09
485,search,2025-01-09 10:00:00,6.17,1,2025-01-09
407,scroll,2025-01-09 11:00:00,1.43,9,2025-01-09
231,click,2025-01-09 12:00:00,1.96,1,2025-01-09
749,click,2025-01-09 13:00:00,2.03,4,2025-01-09
655,click,2025-01-09 14:00:00,0.13,3,2025-01-09
171,search,2025-01-09 15:00:00,2.09,7,2025-01-09
541,search,2025-01-09 16:00:00,8.13,5,2025-01-09
36,click,2025-01-09 17:00:00,11.38,5,2025-01-09
525,search,2025-01-09 18:00:00,3.65,4,2025-01-09
160,search,2025-01-09 19:00:00,3.04,1,2025-01-09
839,scroll,2025-01-09 20:00:00,0.16,5,2025-01-09
699,share,2025-01-09 21:00:00,10.57,4,2025-01-09
243,scroll,2025-01-09 22:00:00,0.07,8,2025-01-09
86,scroll,2025-01-09 23:00:00,14.48,2,2025-01-09
796,search,2025-01-10 00:00:00,3.36,8,2025-01-10
578,share,2025-01-10 01:00:00,2.09,1,2025-01-10
682,search,2025-01-10 02:00:00,12.9,4,2025-01-10
557,share,2025-01-10 03:00:00,0.12,3,2025-01-10
574,share,2025-01-10 04:00:00,4.35,5,2025-01-10
953,scroll,2025-01-10 05:00:00,3.98,5,2025-01-10
646,share,2025-01-10 06:00:00,1.24,5,2025-01-10
796,click,2025-01-10 07:00:00,2.8,4,2025-01-10
28,search,2025-01-10 08:00:00,5.28,8,2025-01-10
620,click,2025-01-10 09:00:00,6.49,3,2025-01-10
556,click,2025-01-10 10:00:00,0.0,4,2025-01-10
340,search,2025-01-10 11:00:00,13.81,1,2025-01-10
798,purchase,2025-01-10 12:00:00,0.9,7,2025-01-10
958,share,2025-01-10 13:00:00,1.33,1,2025-01-10
331,search,2025-01-10 14:00:00,1.53,2,2025-01-10
640,scroll,2025-01-10 15:00:00,0.19,7,2025-01-10
506,share,2025-01-10 16:00:00,0.66,1,2025-01-10
348,share,2025-01-10 17:00:00,21.47,3,2025-01-10
473,share,2025-01-10 18:00:00,1.89,6,2025-01-10
231,click,2025-01-10 19:00:00,0.61,6,2025-01-10
190,share,2025-01-10 20:00:00,0.57,6,2025-01-10
225,scroll,2025-01-10 21:00:00,6.36,2,2025-01-10
385,search,2025-01-10 22:00:00,9.64,2,2025-01-10
377,click,2025-01-10 23:00:00,1.48,6,2025-01-10
283,scroll,2025-01-11 00:00:00,0.11,5,2025-01-11
958,search,2025-01-11 01:00:00,1.26,7,2025-01-11
633,purchase,2025-01-11 02:00:00,0.29,7,2025-01-11
628,purchase,2025-01-11 03:00:00,0.55,5,2025-01-11
973,search,2025-01-11 04:00:00,2.82,8,2025-01-11
745,click,2025-01-11 05:00:00,1.31,6,2025-01-11
259,scroll,2025-01-11 06:00:00,3.63,5,2025-01-11
359,click,2025-01-11 07:00:00,1.46,4,2025-01-11
710,search,2025-01-11 08:00:00,14.11,7,2025-01-11
456,search,2025-01-11 09:00:00,11.82,4,2025-01-11
411,click,2025-01-11 10:00:00,4.18,5,2025-01-11
649,share,2025-01-11 11:00:00,2.19,5,2025-01-11
318,search,2025-01-11 12:00:00,2.4,1,2025-01-11
677,purchase,2025-01-11 13:00:00,2.65,1,2025-01-11
225,search,2025-01-11 14:00:00,6.5,3,2025-01-11
819,click,2025-01-11 15:00:00,3.0,3,2025-01-11
234,scroll,2025-01-11 16:00:00,9.72,2,2025-01-11
684,scroll,2025-01-11 17:00:00,14.42,2,2025-01-11
664,search,2025-01-11 18:00:00,2.05,6,2025-01-11
975,click,2025-01-11 19:00:00,4.11,1,2025-01-11
827,search,2025-01-11 20:00:00,0.5,6,2025-01-11
374,click,2025-01-11 21:00:00,1.12,5,2025-01-11
672,purchase,2025-01-11 22:00:00,2.67,6,2025-01-11
608,search,2025-01-11 23:00:00,1.15,5,2025-01-11
472,search,2025-01-12 00:00:00,10.46,7,2025-01-12
233,click,2025-01-12 01:00:00,0.86,1,2025-01-12
692,share,2025-01-12 02:00:00,3.04,3,2025-01-12
113,share,2025-01-12 03:00:00,4.65,6,2025-01-12
830,search,2025-01-12 04:00:00,5.89,1,2025-01-12
497,scroll,2025-01-12 05:00:00,2.41,7,2025-01-12
442,click,2025-01-12 06:00:00,10.17,4,2025-01-12
564,click,2025-01-12 07:00:00,4.2,3,2025-01-12
268,scroll,2025-01-12 08:00:00,2.89,9,2025-01-12
510,share,2025-01-12 09:00:00,0.35,1,2025-01-12
807,share,2025-01-12 10:00:00,3.12,8,2025-01-12
386,click,2025-01-12 11:00:00,8.59,1,2025-01-12
387,click,2025-01-12 12:00:00,4.77,5,2025-01-12
113,scroll,2025-01-12 13:00:00,8.92,8,2025-01-12
613,search,2025-01-12 14:00:00,3.41,6,2025-01-12
625,click,2025-01-12 15:00:00,0.63,7,2025-01-12
952,click,2025-01-12 16:00:00,0.07,8,2025-01-12
81,purchase,2025-01-12 17:00:00,1.81,6,2025-01-12
699,search,2025-01-12 18:00:00,5.99,6,2025-01-12
113,search,2025-01-12 19:00:00,7.81,6,2025-01-12
2,share,2025-01-12 20:00:00,1.75,5,2025-01-12
642,search,2025-01-12 21:00:00,3.42,8,2025-01-12
220,click,2025-01-12 22:00:00,2.73,2,2025-01-12
566,search,2025-01-12 23:00:00,2.64,7,2025-01-12
855,search,2025-01-13 00:00:00,1.32,4,2025-01-13
997,search,2025-01-13 01:00:00,0.73,1,2025-01-13
736,search,2025-01-13 02:00:00,1.1,5,2025-01-13
225,scroll,2025-01-13 03:00:00,0.28,3,2025-01-13
385,search,2025-01-13 04:00:00,1.1,4,2025-01-13
403,share,2025-01-13 05:00:00,0.05,7,2025-01-13
638,click,2025-01-13 06:00:00,4.93,5,2025-01-13
130,click,2025-01-13 07:00:00,1.9,4,2025-01-13
53,click,2025-01-13 08:00:00,18.09,1,2025-01-13
684,click,2025-01-13 09:00:00,1.08,6,2025-01-13
730,scroll,2025-01-13 10:00:00,2.12,6,2025-01-13
672,search,2025-01-13 11:00:00,2.21,7,2025-01-13
710,click,2025-01-13 12:00:00,0.04,1,2025-01-13
416,scroll,2025-01-13 13:00:00,9.14,4,2025-01-13
247,share,2025-01-13 14:00:00,0.16,9,2025-01-13
836,scroll,2025-01-13 15:00:00,14.08,6,2025-01-13
439,click,2025-01-13 16:00:00,11.13,2,2025-01-13
203,scroll,2025-01-13 17:00:00,3.83,4,2025-01-13
184,click,2025-01-13 18:00:00,3.92,6,2025-01-13
123,click,2025-01-13 19:00:00,5.3,4,2025-01-13
401,search,2025-01-13 20:00:00,2.45,7,2025-01-13
767,click,2025-01-13 21:00:00,5.21,3,2025-01-13
294,search,2025-01-13 22:00:00,0.23,6,2025-01-13
280,click,2025-01-13 23:00:00,0.28,4,2025-01-13
837,scroll,2025-01-14 00:00:00,3.06,3,2025-01-14
884,search,2025-01-14 01:00:00,3.99,3,2025-01-14
610,search,2025-01-14 02:00:00,10.94,2,2025-01-14
198,search,2025-01-14 03:00:00,0.55,3,2025-01-14
982,share,2025-01-14 04:00:00,8.65,1,2025-01-14
907,click,2025-01-14 05:00:00,1.18,3,2025-01-14
511,click,2025-01-14 06:00:00,2.51,9,2025-01-14
752,scroll,2025-01-14 07:00:00,1.9,4,2025-01-14
144,scroll,2025-01-14 08:00:00,2.56,3,2025-01-14
609,click,2025-01-14 09:00:00,0.82,8,2025-01-14
201,purchase,2025-01-14 10:00:00,3.5,1,2025-01-14
124,scroll,2025-01-14 11:00:00,8.09,5,2025-01-14
187,purchase,2025-01-14 12:00:00,2.91,1,2025-01-14
326,search,2025-01-14 13:00:00,3.37,7,2025-01-14
464,scroll,2025-01-14 14:00:00,9.44,5,2025-01-14
349,click,2025-01-14 15:00:00,6.12,2,2025-01-14
771,search,2025-01-14 16:00:00,3.37,1,2025-01-14
660,click,2025-01-14 17:00:00,1.49,7,2025-01-14
764,search,2025-01-14 18:00:00,10.81,1,2025-01-14
955,search,2025-01-14 19:00:00,4.3,3,2025-01-14
932,scroll,2025-01-14 20:00:00,1.25,6,2025-01-14
403,search,2025-01-14 21:00:00,1.57,6,2025-01-14
346,click,2025-01-14 22:00:00,8.13,7,2025-01-14
963,click,2025-01-14 23:00:00,0.23,1,2025-01-14
511,search,2025-01-15 00:00:00,24.2,7,2025-01-15
147,share,2025-01-15 01:00:00,0.7,2,2025-01-15
148,search,2025-01-15 02:00:00,7.95,6,2025-01-15
864,click,2025-01-15 03:00:00,2.51,8,2025-01-15
711,click,2025-01-15 04:00:00,3.39,5,2025-01-15
820,search,2025-01-15 05:00:00,10.63,3,2025-01-15
489,search,2025-01-15 06:00:00,2.66,8,2025-01-15
929,scroll,2025-01-15 07:00:00,3.86,8,2025-01-15
936,share,2025-01-15 08:00:00,0.25,4,2025-01-15
640,search,2025-01-15 09:00:00,0.01,8,2025-01-15
551,purchase,2025-01-15 10:00:00,1.4,5,2025-01-15
338,scroll,2025-01-15 11:00:00,5.71,5,2025-01-15
872,scroll,2025-01-15 12:00:00,0.65,3,2025-01-15
641,click,2025-01-15 13:00:00,0.6,7,2025-01-15
779,click,2025-01-15 14:00:00,2.65,9,2025-01-15
988,click,2025-01-15 15:00:00,5.22,9,2025-01-15
953,scroll,2025-01-15 16:00:00,6.23,1,2025-01-15
473,scroll,2025-01-15 17:00:00,0.98,1,2025-01-15
946,search,2025-01-15 18:00:00,0.41,5,2025-01-15
151,click,2025-01-15 19:00:00,14.1,1,2025-01-15
415,share,2025-01-15 20:00:00,1.51,4,2025-01-15
990,scroll,2025-01-15 21:00:00,9.6,1,2025-01-15
298,share,2025-01-15 22:00:00,9.96,2,2025-01-15
611,scroll,2025-01-15 23:00:00,7.4,2,2025-01-15
263,click,2025-01-16 00:00:00,0.92,4,2025-01-16
764,click,2025-01-16 01:00:00,8.62,8,2025-01-16
144,purchase,2025-01-16 02:00:00,7.33,2,2025-01-16
346,search,2025-01-16 03:00:00,4.54,9,2025-01-16
624,click,2025-01-16 04:00:00,2.06,9,2025-01-16
572,scroll,2025-01-16 05:00:00,1.52,2,2025-01-16
881,search,2025-01-16 06:00:00,0.65,1,2025-01-16
2,scroll,2025-01-16 07:00:00,3.56,9,2025-01-16
897,click,2025-01-16 08:00:00,4.4,2,2025-01-16
304,share,2025-01-16 09:00:00,2.23,8,2025-01-16
254,search,2025-01-16 10:00:00,3.23,3,2025-01-16
652,search,2025-01-16 11:00:00,2.26,1,2025-01-16
453,purchase,2025-01-16 12:00:00,5.12,1,2025-01-16
37,search,2025-01-16 13:00:00,11.58,2,2025-01-16
160,scroll,2025-01-16 14:00:00,0.9,7,2025-01-16
9,scroll,2025-01-16 15:00:00,2.4,6,2025-01-16
233,search,2025-01-16 16:00:00,0.76,2,2025-01-16
99,click,2025-01-16 17:00:00,4.9,4,2025-01-16
659,click,2025-01-16 18:00:00,6.53,2,2025-01-16
816,click,2025-01-16 19:00:00,13.43,1,2025-01-16
208,share,2025-01-16 20:00:00,1.63,3,2025-01-16
131,scroll,2025-01-16 21:00:00,15.0,4,2025-01-16
404,purchase,2025-01-16 22:00:00,0.33,5,2025-01-16
152,scroll,2025-01-16 23:00:00,4.62,5,2025-01-16
54,click,2025-01-17 00:00:00,0.29,7,2025-01-17
120,share,2025-01-17 01:00:00,11.21,8,2025-01-17
673,purchase,2025-01-17 02:00:00,3.77,9,2025-01-17
920,scroll,2025-01-17 03:00:00,5.53,7,2025-01-17
628,scroll,2025-01-17 04:00:00,8.91,5,2025-01-17
587,search,2025-01-17 05:00:00,0.81,9,2025-01-17
625,scroll,2025-01-17 06:00:00,0.2,8,2025-01-17
968,search,2025-01-17 07:00:00,10.55,9,2025-01-17
420,click,2025-01-17 08:00:00,1.89,8,2025-01-17
422,click,2025-01-17 09:00:00,0.69,6,2025-01-17
104,share,2025-01-17 10:00:00,3.16,4,2025-01-17
852,scroll,2025-01-17 11:00:00,4.56,9,2025-01-17
254,scroll,2025-01-17 12:00:00,0.16,9,2025-01-17
227,scroll,2025-01-17 13:00:00,1.61,9,2025-01-17
112,click,2025-01-17 14:00:00,0.17,3,2025-01-17
510,share,2025-01-17 15:00:00,2.73,3,2025-01-17
473,click,2025-01-17 16:00:00,11.27,6,2025-01-17
99,click,2025-01-17 17:00:00,20.27,6,2025-01-17
153,search,2025-01-17 18:00:00,5.07,6,2025-01-17
861,scroll,2025-01-17 19:00:00,0.88,5,2025-01-17
914,scroll,2025-01-17 20:00:00,11.81,5,2025-01-17
896,click,2025-01-17 21:00:00,3.63,2,2025-01-17
878,search,2025-01-17 22:00:00,0.83,7,2025-01-17
338,scroll,2025-01-17 23:00:00,12.74,4,2025-01-17
706,search,2025-01-18 00:00:00,7.08,3,2025-01-18
822,scroll,2025-01-18 01:00:00,6.58,8,2025-01-18
163,share,2025-01-18 02:00:00,6.18,4,2025-01-18
720,click,2025-01-18 03:00:00,1.12,4,2025-01-18
957,search,2025-01-18 04:00:00,1.18,8,2025-01-18
681,scroll,2025-01-18 05:00:00,5.83,1,2025-01-18
996,scroll,2025-01-18 06:00:00,1.24,9,2025-01-18
161,click,2025-01-18 07:00:00,2.89,7,2025-01-18
580,share,2025-01-18 08:00:00,7.62,2,2025-01-18
801,search,2025-01-18 09:00:00,7.66,6,2025-01-18
398,click,2025-01-18 10:00:00,3.02,8,2025-01-18
277,scroll,2025-01-18 11:00:00,7.86,5,2025-01-18
816,scroll,2025-01-18 12:00:00,9.12,6,2025-01-18
916,search,2025-01-18 13:00:00,5.32,8,2025-01-18
504,scroll,2025-01-18 14:00:00,1.3,6,2025-01-18
896,click,2025-01-18 15:00:00,1.6,9,2025-01-18
392,click,2025-01-18 16:00:00,1.89,9,2025-01-18
135,search,2025-01-18 17:00:00,0.62,9,2025-01-18
195,scroll,2025-01-18 18:00:00,1.6,6,2025-01-18
401,search,2025-01-18 19:00:00,1.18,9,2025-01-18
640,click,2025-01-18 20:00:00,3.04,3,2025-01-18
33,search,2025-01-18 21:00:00,11.95,5,2025-01-18
688,scroll,2025-01-18 22:00:00,0.55,2,2025-01-18
460,purchase,2025-01-18 23:00:00,6.37,8,2025-01-18
955,scroll,2025-01-19 00:00:00,5.81,4,2025-01-19
883,search,2025-01-19 01:00:00,0.5,6,2025-01-19
470,purchase,2025-01-19 02:00:00,12.79,6,2025-01-19
375,click,2025-01-19 03:00:00,4.2,5,2025-01-19
22,scroll,2025-01-19 04:00:00,2.26,1,2025-01-19
750,share,2025-01-19 05:00:00,7.06,7,2025-01-19
670,search,2025-01-19 06:00:00,1.49,8,2025-01-19
38,purchase,2025-01-19 07:00:00,5.91,1,2025-01-19
230,search,2025-01-19 08:00:00,0.2,7,2025-01-19
365,click,2025-01-19 09:00:00,9.14,4,2025-01-19
563,search,2025-01-19 10:00:00,2.97,6,2025-01-19
438,click,2025-01-19 11:00:00,5.06,9,2025-01-19
776,click,2025-01-19 12:00:00,1.25,5,2025-01-19
283,purchase,2025-01-19 13:00:00,5.65,8,2025-01-19
27,click,2025-01-19 14:00:00,7.4,5,2025-01-19
226,scroll,2025-01-19 15:00:00,3.2,2,2025-01-19
277,click,2025-01-19 16:00:00,4.81,4,2025-01-19
798,search,2025-01-19 17:00:00,3.05,2,2025-01-19
609,scroll,2025-01-19 18:00:00,11.23,7,2025-01-19
284,search,2025-01-19 19:00:00,3.44,7,2025-01-19
879,click,2025-01-19 20:00:00,9.22,3,2025-01-19
960,purchase,2025-01-19 21:00:00,8.08,7,2025-01-19
481,click,2025-01-19 22:00:00,2.64,1,2025-01-19
